name,Borough,BUILDING,STREET,ZIPCODE,PHONE,cuisine_description,latitude,longitude,is_vegan,is_vegetarian,is_kids_friendly,ticket_price,Information
ELI FITLIFE,Queens,3563,91ST ST,11372,7184149180,"Juice, Smoothies, Fruit Salads",40.75227365,-73.87623345,1,1,0,28.5,"The cuisine is Juice, Smoothies, Fruit Salads"
BAI LI CHINESE RESTAURANT,Brooklyn,2728,CHURCH AVENUE,11226,7182875599,,40.65066956,-73.95208771,0,1,0,26.77,
LIQUID RESTAURANT & LOUNGE,Queens,20005,LINDEN BLVD,11412,5163449204,Caribbean,40.69440273,-73.75239746,0,0,0,25.7,The cuisine is Caribbean
VERO WINE BAR,Manhattan,1483,2 AVENUE,10075,9175257373,Italian,40.77217653,-73.95591,0,0,0,28.06,The cuisine is Italian
BOMBAY GRILL HOUSE,Manhattan,764A,9TH AVE,10019,2129771010,Indian,40.76424383,-73.98837957,0,0,1,22.6,The cuisine is Indian
SPAGHETTI INCIDENT PASTA SHOP,Manhattan,231,ELDRIDGE STREET,10002,6468961446,Italian,40.72232322,-73.9898408,0,0,1,25.43,The cuisine is Italian
JOYCE'S TAVERN,Staten Island,3823,RICHMOND AVENUE,10312,7189480220,Irish,40.54499522,-74.16559727,0,1,1,37.13,The cuisine is Irish
GOLDEN CHINA,Brooklyn,1013,SUTTER AVENUE,11208,7183489331,Chinese,40.67141817,-73.88143095,0,0,1,47.85,The cuisine is Chinese
SUSHI MIKASA,Brooklyn,1188,GRAVESEND NECK ROAD,11229,7183326600,Japanese,40.59406647,-73.9587574,0,1,1,49.09,The cuisine is Japanese
ISRAEL DISCOUNT BANK,Manhattan,1114,AVE AMERICAS,,7324927779,American,0,0,1,1,1,43.14,The cuisine is American
EMILY'S BAKERY,Brooklyn,940,MCDONALD AVENUE,11218,7186331832,Mexican,40.63131289,-73.97728477,1,1,0,45.04,The cuisine is Mexican
MINNIE'S BAR,Brooklyn,885,4 AVENUE,11232,2405350815,Other,40.65584522,-74.00280756,1,1,1,48.92,The cuisine is Other
ONE 7 KARAOKE,Manhattan,29,WEST   17 STREET,10011,2126753527,American,40.73839133,-73.99334584,0,0,0,32.79,The cuisine is American
LITTLE WAYS,Manhattan,343,WEST BROADWAY,10013,2129918175,American,40.72268592,-74.00349225,0,1,0,33.83,The cuisine is American
A1 GOURMET DELI & PIZZA,Bronx,240,WEST  238 STREET,10463,7187086722,Pizza,40.88498351,-73.90030664,1,1,1,22.75,The cuisine is Pizza
ESTRELLITA POBLANA # 1,Bronx,22272231,WESTCHESTER AVENUE,,7185187425,Mexican,0,0,0,0,0,40.8,The cuisine is Mexican
SUGARDADDY'S,Queens,5107,27TH ST,11101,7187069600,American,40.73967279,-73.94279263,0,0,1,13.25,The cuisine is American
KING OF FALAFEL & SHAWARMA,Queens,3015,BROADWAY,11106,7183408068,Mediterranean,40.7622553,-73.92598016,0,1,1,26.26,The cuisine is Mediterranean
TROPIANA NIGHT CLUB,Bronx,1061,HOME STREET,10459,9176174424,,40.82822972,-73.88739446,1,1,0,11.97,
NEW NATURAL RESTAURANT,Brooklyn,1448,SAINT JOHNS PLACE,11213,7187730555,Chinese,40.67053611,-73.93037573,0,0,0,23.56,The cuisine is Chinese
CLOUD 9 CREPES,Brooklyn,434,MARCUS GARVEY BOULEVARD,11221,3472559331,Other,40.68205201,-73.93787028,0,0,0,16.43,The cuisine is Other
5BAR KARAOKE,Manhattan,38,WEST   32 STREET,10001,2125946644,Korean,40.7478822,-73.9872528,1,1,1,32.85,The cuisine is Korean
SODEXO OPERATIONS LLC,Queens,0,JFK INTERNATINAL AIRPORT,11430,3019874000,,40.64831283,-73.7882815,0,1,1,12.89,
BILLY'S SPORT BAR RESTAURANT & LOUNGE,Bronx,856,RIVER AVENUE,10451,7186656180,American,40.82723744,-73.92624725,1,1,0,14.51,The cuisine is American
NORDSTROM WOLF,Manhattan,225,WEST   57 STREET,10019,2122952184,American,40.76606542,-73.98131799,1,1,0,32.53,The cuisine is American
PADDY MAGUIRE'S ALE HOUSE,Manhattan,237,THIRD AVENUE,10003,2122530031,Bottled Beverages,40.73672717,-73.98466046,1,1,1,11.31,The cuisine is Bottled Beverages
GENA'S GRILL,Manhattan,210,1 AVENUE,10009,2124733700,Latin American,40.7303948,-73.98324033,0,1,1,22.94,The cuisine is Latin American
VOILA CREPES & WAFFLES,Manhattan,66,KENMARE STREET,10012,6465594556,Sandwiches/Salads/Mixed Buffet,40.72098964,-73.99608575,0,0,1,41.14,The cuisine is Sandwiches/Salads/Mixed Buffet
MIZU JAPANESE,Manhattan,29,EAST   20 STREET,10003,2125056687,Japanese,40.73895644,-73.98924284,1,1,1,43.84,The cuisine is Japanese
MIYABI SUSHI & ASIAN CUISINE,Manhattan,118,WEST    3 STREET,10012,2122281688,Japanese,40.73054424,-74.00038607,1,1,1,15.61,The cuisine is Japanese
BAKERY ROSARINA CORP,Bronx,5215,BROADWAY,10463,6467526829,Bakery Products/Desserts,40.87493433,-73.90935812,0,0,1,38.23,The cuisine is Bakery Products/Desserts
SOL DE QUITO RESTAURANT II,Brooklyn,4417,NEW UTRECHT AVENUE,11219,7188530400,Latin American,40.64042493,-73.99432131,0,0,1,39.78,The cuisine is Latin American
LAMOON,Queens,8140,BROADWAY,11373,9177451168,Thai,40.74316308,-73.88342475,0,1,0,25.3,The cuisine is Thai
LUDLOW HOUSE,Manhattan,139,LUDLOW STREET,10002,6462536100,American,40.72043466,-73.9881816,0,0,0,48.13,The cuisine is American
TENHO RAMEN,Manhattan,542,3 AVENUE,10016,6467819025,Japanese,40.74709837,-73.97712965,1,1,1,29.79,The cuisine is Japanese
PARK SLOPE ALE HOUSE,Brooklyn,356,6 AVENUE,11215,3362870165,American,40.67053661,-73.98186035,0,0,1,40.65,The cuisine is American
POLLOS A LA BRASA,Brooklyn,691,KNICKERBOCKER AVENUE,11221,7183819400,Spanish,40.69456686,-73.91089167,0,1,1,34.56,The cuisine is Spanish
BAR 9,Manhattan,807,9 AVENUE,10019,2123999336,American,40.76567374,-73.98736129,0,1,1,12.36,The cuisine is American
PJ CARNEY'S,Manhattan,906,7 AVENUE,10019,2126640056,Irish,40.76573855,-73.9798849,1,1,0,15.21,The cuisine is Irish
HEX AND CO.,Manhattan,1462,1 AVENUE,10075,6468337574,American,40.77047405,-73.95403378,0,0,1,33.95,The cuisine is American
LE ZIE TRATTORIA,Manhattan,172,7 AVENUE,10011,2122068686,Italian,40.74236864,-73.9969109,0,0,1,20.32,The cuisine is Italian
DUN HUANG MISS NOODLE,Brooklyn,531,MYRTLE AVENUE,11205,3137279696,Thai,40.69370633,-73.96336185,1,1,0,49.48,The cuisine is Thai
ICE CREAM WINDOW,Queens,682,WOODWARD AVENUE,11385,2129298064,,40.70512218,-73.90610579,0,0,0,15.93,
GLEN OAKS PIZZERIA,Queens,25921,UNION TPKE,11004,7189621220,Pizza,40.74693169,-73.71214128,1,1,1,33.28,The cuisine is Pizza
TROPILYZ III RESTAURANT,Bronx,358,EAST  149 STREET,10455,7187109724,Latin American,40.8164431,-73.91917096,0,0,1,31.04,The cuisine is Latin American
BAYARD SUSHI,Manhattan,83,BAYARD STREET,10013,6469227808,Japanese,40.7157472,-73.99887091,0,1,1,29.73,The cuisine is Japanese
PARVA BAKE SHOP & CAFE,Queens,8201,NORTHERN BLVD,11372,7184339336,Bakery Products/Desserts,40.75557397,-73.88522935,0,1,0,23.75,The cuisine is Bakery Products/Desserts
RUSTIC TABLE SHUK,Manhattan,88,ESSEX STREET,10002,6464830614,Mediterranean,40.71814005,-73.98840207,0,0,1,39.07,The cuisine is Mediterranean
COFFEE & CRUMBS,Manhattan,330,WEST   38 STREET,10018,2122390333,American,40.75513159,-73.9926692,1,1,1,20.27,The cuisine is American
CHAN'S VILLAGE,Bronx,1328,METROPOLITAN AVENUE,10462,7184092333,Chinese,40.83394267,-73.86088512,1,1,0,45.62,The cuisine is Chinese
NEW WAH KWONG RESTAURANT,Bronx,727,BURKE AVENUE,10467,7186541161,Chinese,40.87141963,-73.86578536,0,0,0,12.88,The cuisine is Chinese
THE FULTON ON PIER 17,Manhattan,95,SOUTH STREET,10038,2128381200,Seafood,40.70629143,-74.00302971,1,1,1,44.95,The cuisine is Seafood
GOLDEN DYNASTY RESTAURANT,Brooklyn,6316,BAY PARKWAY,11204,7188370366,Chinese,40.61485574,-73.98038077,0,1,1,21.01,The cuisine is Chinese
EAST RIVER,Brooklyn,97,SOUTH    6 STREET,11249,7183020511,American,40.71080395,-73.9647772,1,1,0,14.63,The cuisine is American
MOUNTAIN PROVINCE,Brooklyn,9,MESEROLE STREET,11206,7183877030,Bakery Products/Desserts,40.70744707,-73.94992591,0,0,1,40.57,The cuisine is Bakery Products/Desserts
SUSHI OF GARI TRIBECA,Manhattan,130,WEST BROADWAY,10013,2122850130,Japanese,40.7166664,-74.0083258,0,0,1,11.62,The cuisine is Japanese
TUNG TUNG RESTAURANT INC,Brooklyn,6512,18 AVENUE,11204,7182322288,Chinese,40.61898791,-73.99033566,1,1,1,35.61,The cuisine is Chinese
FULTON GRAND,Brooklyn,1011,FULTON STREET,11238,7183992240,American,40.68234234,-73.96145359,0,1,0,37.91,The cuisine is American
JOJO'S PIZZA,Brooklyn,9502,CHURCH AVENUE,11212,7184853087,Pizza,40.65521349,-73.9161811,0,1,0,36.84,The cuisine is Pizza
K TOWN,Manhattan,34,WEST   32 STREET,10001,2126432603,Korean,40.74781906,-73.98710123,0,1,0,14.71,The cuisine is Korean
NORWINDS,Brooklyn,1043,FLUSHING AVENUE,11237,7184171450,Latin American,40.70397586,-73.93063642,0,1,0,47.48,The cuisine is Latin American
THE HIDEOUT,Manhattan,42,RIVINGTON STREET,10002,6466495868,Coffee/Tea,40.7208878,-73.99103513,0,0,0,37.71,The cuisine is Coffee/Tea
DAGON,Manhattan,2454,BROADWAY,10024,2128732466,Mediterranean,40.79126638,-73.97423612,1,1,1,24.82,The cuisine is Mediterranean
THE LOCAL,Queens,13-ôáø,44 AVENUE,11101,3477385251,American,40.74964401,-73.94748676,1,1,1,21.21,The cuisine is American
BEN'S DELI,Manhattan,209,WEST   38 STREET,10018,2123982367,Jewish/Kosher,40.7537617,-73.98937037,0,1,0,33.27,The cuisine is Jewish/Kosher
1821 NOVELTY EATS,Bronx,1821,HOBART AVENUE,10461,6464062218,American,40.84798107,-73.83147322,1,1,0,49.56,The cuisine is American
EDDIE JR'S SPORT LOUNGE,Brooklyn,40,MARCY AVENUE,11211,7183848671,Latin American,40.71281249,-73.95511256,1,1,1,40.94,The cuisine is Latin American
C'MON EVERYBODY,Brooklyn,325,FRANKLIN AVENUE,11238,9176274174,American,40.68829146,-73.9570871,1,1,1,42.85,The cuisine is American
NEW FU FAN RESTAURANT,Queens,8505,WHITNEY AVENUE,11373,7184247300,Chinese,40.74135633,-73.88008626,0,1,1,13.82,The cuisine is Chinese
BK JANI (DEKALB MARKET),Brooklyn,445,GOLD ST,11201,9173462353,Pakistani,40.69082623,-73.98345225,0,1,1,30.96,The cuisine is Pakistani
THE BROOKLYN INN,Brooklyn,148,HOYT STREET,11217,7185222525,American,40.68576822,-73.98836084,1,1,0,43.91,The cuisine is American
JOE BAKERY INC,Brooklyn,8517,18 AVENUE,11214,7183318828,Chinese,40.60765783,-74.00212486,0,0,1,19.7,The cuisine is Chinese
THE GREAT CABIN,Manhattan,205,EAST    4 STREET,10009,2127770454,American,40.72390079,-73.98397795,0,1,1,16.06,The cuisine is American
LANGKAWI,Brooklyn,5323,8 AVENUE,11220,7186330808,Asian/Asian Fusion,40.63925291,-74.00562814,1,1,0,24.49,The cuisine is Asian/Asian Fusion
I AM THAI EXPRESS,Queens,4908,43RD AVE,11377,7184577700,Thai,40.74454152,-73.91537537,1,1,1,21.38,The cuisine is Thai
BAJIBAJI,Manhattan,145,1 AVENUE,10003,2127773888,,40.72808669,-73.98492945,0,0,1,24.3,
CIRCLE IN THE SQUARE THEATRE,Manhattan,1633,BROADWAY,10019,2126641591,American,40.76156716,-73.98396163,0,1,1,14.16,The cuisine is American
AQUAMARINA,Manhattan,4060,BROADWAY,10032,2129280070,Italian,40.84332368,-73.9391431,1,1,1,49.69,The cuisine is Italian
FLORIAN AT LIRR JCC,Queens,9302,SUTPHIN BLVD,11435,7185587610,American,40.70008592,-73.80751927,0,0,0,11.64,The cuisine is American
AMY'S BREAD (CAFE AT NEW YORK PUBLIC LIBRARY),Manhattan,476,5 AVENUE,10018,3472091841,Coffee/Tea,40.75271768,-73.98145168,0,1,0,44.02,The cuisine is Coffee/Tea
YASO,Manhattan,289,MERCER STREET,10003,7186663338,Chinese,40.73017628,-73.99390231,0,0,1,25.47,The cuisine is Chinese
AYZA CAFE & WINE BAR,Manhattan,11,WEST   31 STREET,10001,2127142992,Mediterranean,40.74683089,-73.98664308,0,1,1,13.19,The cuisine is Mediterranean
VICKI'S RESTAURANT AND BAKERY,Queens,10216,43 AVENUE,11368,7182050205,Latin American,40.74724882,-73.86249603,0,0,1,23.05,The cuisine is Latin American
THE BEER GARDEN,Staten Island,1883,VICTORY BOULEVARD,10314,7188768900,American,40.61279751,-74.12655762,0,0,1,21.73,The cuisine is American
HALSEY ALE HOUSE,Brooklyn,1204,HALSEY STREET,11207,6464232866,American,40.6912695,-73.90976021,1,1,1,21.48,The cuisine is American
CHILLIN RESTAURANT,Manhattan,1261,SAINT NICHOLAS AVENUE,10033,6466375754,Latin American,40.84423402,-73.93745438,0,1,0,41.14,The cuisine is Latin American
ALLEYWAY FUSION CUISINE LLC,Queens,12035,83RD AVE,11415,3475614175,,40.70846266,-73.83174796,0,0,1,31.17,
JJ'S CAFE,Manhattan,524,WEST   59 STREET,10019,2124841333,American,40.77078735,-73.98853366,0,1,0,11.12,The cuisine is American
LI'L JAYS CAFE,Manhattan,524,WEST   59 STREET,10019,2124841341,Coffee/Tea,40.77078735,-73.98853366,0,1,1,39.65,The cuisine is Coffee/Tea
THE NEW THOMPSON DINER,Queens,3244,QUEENS BOULEVARD,11101,7183920692,American,40.74473118,-73.93232248,0,0,1,39.3,The cuisine is American
BROWN BROTHERS HARRIMAN,Manhattan,140,BROADWAY,10005,2124738786,American,40.70903575,-74.01062607,0,0,0,15.51,The cuisine is American
GRK,Manhattan,451,LEXINGTON AVENUE,10017,2122048598,Greek,40.75313087,-73.97480315,0,0,0,48.88,The cuisine is Greek
CHICK'NCONE,Manhattan,1000S,8 AVENUE,10019,7202788672,Chicken,40.76681223,-73.98280875,1,1,1,41.67,The cuisine is Chicken
SOUTH SHORE LITTLE LEAGUE,Staten Island,540,PAGE AVENUE,10307,7188015465,Pizza,40.50999021,-74.23085281,0,1,0,40.31,The cuisine is Pizza
RAICES COLOMBIANAS,Queens,8602,37TH AVE,11372,7187797595,Spanish,40.75013994,-73.88043853,0,1,1,41.58,The cuisine is Spanish
BARANO,Brooklyn,26,BROADWAY,11249,3472970013,Italian,40.71074451,-73.96797307,1,1,1,12.45,The cuisine is Italian
PEP BAKERY CAFE,Brooklyn,9413,3 AVENUE,11209,2019661400,Coffee/Tea,40.6177785,-74.03336532,0,0,1,14.47,The cuisine is Coffee/Tea
TISANE PHARMACY,Manhattan,340,EAST   86 STREET,10028,2125170037,Coffee/Tea,40.77742514,-73.95071798,0,0,0,33.98,The cuisine is Coffee/Tea
ANDY'S DELI,Manhattan,291,BROADWAY,10007,2122274111,American,40.71481658,-74.00577884,1,1,1,38.95,The cuisine is American
PARLAY,Brooklyn,4024,8 AVENUE,11232,9173615018,American,40.64653769,-73.9980757,0,1,0,13.8,The cuisine is American
JOJO DUCK,Manhattan,131,WALKER STREET,10013,3473354655,Chinese,40.71739406,-73.99967533,0,1,1,20.89,The cuisine is Chinese
STUFFED ICE CREAM,Manhattan,139,1 AVENUE,10003,9172614904,Frozen Desserts,40.72788359,-73.98508464,1,1,1,18.64,The cuisine is Frozen Desserts
THE CAFE MARC JACOBS,Manhattan,655,MADISON AVE,10022,2128323905,Coffee/Tea,40.76418577,-73.9706439,0,0,1,11.83,The cuisine is Coffee/Tea
BALBOA RESTAURANT,Brooklyn,1655,BEDFORD AVENUE,11225,7184673765,American,40.66613273,-73.95669769,0,1,1,48.5,The cuisine is American
SAGE DINING SERVICES,Brooklyn,181,LINCOLN AVENUE,11208,4103393950,,40.6857333,-73.86980951,0,0,0,44.85,
129 GOURMET DELI & GROCERY,Manhattan,129,EAST   45 STREET,10017,2126974797,American,40.75324056,-73.97434111,0,0,0,10.83,The cuisine is American
PANCHITA'S PLACE,Brooklyn,709,5 AVENUE,11215,9179090404,Tex-Mex,40.66069238,-73.9940817,1,1,1,42.27,The cuisine is Tex-Mex
ELK CAFE,Brooklyn,154,PROSPECT PARK SOUTHWEST,11218,3474394780,Coffee/Tea,40.65502147,-73.97338793,0,0,1,32.48,The cuisine is Coffee/Tea
LOVING HUT,Brooklyn,76,BUSHWICK AVENUE,11211,7183887567,Vegetarian,40.71250416,-73.94097639,1,1,0,11.14,The cuisine is Vegetarian
PEKING KITCHEN CHINESE CUISINE,Staten Island,309,BRADLEY AVENUE,10314,7189826735,Chinese,40.60358314,-74.1315314,1,1,0,39.59,The cuisine is Chinese
THE CUBAN,Queens,3917,BELL BLVD,11361,5164971911,,40.76503847,-73.77173258,1,1,0,22.52,
J.R'S DINER,Queens,5816,59TH ST,11378,7184164300,American,40.7205441,-73.90832068,0,0,0,14.18,The cuisine is American
ANOPOLI FAMILY RESTAURANT,Brooklyn,6920,3 AVENUE,11209,7187483863,American,40.63547874,-74.02615027,0,1,0,33.41,The cuisine is American
FIVE SENSES,Manhattan,9,WEST   32 STREET,10001,2124410005,Korean,40.74739075,-73.98605108,1,1,0,31.62,The cuisine is Korean
98K KENNEDAY HALAL,Brooklyn,4715,8 AVENUE,11220,9294548166,Chicken,40.64264558,-74.00209715,1,1,1,45.79,The cuisine is Chicken
CAFE RUE DIX,Brooklyn,1451,BEDFORD AVENUE,11216,9292342543,African,40.67349045,-73.95403599,1,1,0,49.6,The cuisine is African
FILLMORE'S TAVERN,Queens,16602,65TH AVE,11365,7187622727,American,40.73667926,-73.80267525,0,1,0,18.3,The cuisine is American
LIN CHINA WOK,Bronx,537,EAST  137 STREET,10454,7185858588,Chinese,40.80644365,-73.91869911,0,0,0,35.32,The cuisine is Chinese
CASA ASIA,Queens,14945,14 AVENUE,11357,7187676868,Chinese/Japanese,40.78853475,-73.81505211,1,1,1,18.46,The cuisine is Chinese/Japanese
BROTHER'S ASIAN CUISINE,Brooklyn,8621,4 AVENUE,11209,7182383888,Asian/Asian Fusion,40.62222909,-74.02856937,0,1,0,28.69,The cuisine is Asian/Asian Fusion
ISOHAMA,Manhattan,1666,3 AVENUE,10128,2128280099,Japanese,40.78348001,-73.9505871,0,1,1,31.01,The cuisine is Japanese
MOTT CORNER,Manhattan,58,KENMARE STREET,10012,2124311192,American,40.72093474,-73.99591981,1,1,0,22.79,The cuisine is American
THIRD NORTH CAFE,Manhattan,75,3 AVENUE,10003,7043285090,Other,40.73160862,-73.9883925,1,1,0,25.83,The cuisine is Other
ROYAL FALAFEL & SHAWARMA,Brooklyn,230,CALYER STREET,11222,7183837500,Middle Eastern,40.72909249,-73.95033173,1,1,1,25.08,The cuisine is Middle Eastern
DELIS 48,Manhattan,48,WEST   48 STREET,10036,2127689600,American,40.75810267,-73.98008935,1,1,0,42.78,The cuisine is American
THE NIPPON CLUB,Manhattan,145,WEST   57 STREET,10019,2125812223,Japanese,40.76495883,-73.97870828,1,1,0,49.44,The cuisine is Japanese
SENECA FIESTA COFFEE BAR,Queens,603,SENECA AVENUE,11385,7183666011,Latin American,40.70404643,-73.90977531,1,1,0,25.24,The cuisine is Latin American
CHIPOTLE MEXICAN GRILL #2918,Staten Island,2655,RICHMOND AVENUE,10314,7182104606,Tex-Mex,40.58229742,-74.16905259,0,1,1,47.66,The cuisine is Tex-Mex
HEALTHY SPOT,Queens,10409,CORONA AVE,11368,3477650320,"Juice, Smoothies, Fruit Salads",40.74401885,-73.85849328,1,1,1,26.18,"The cuisine is Juice, Smoothies, Fruit Salads"
ALOYSIA'S LOUNGE,Staten Island,7095,AMBOY ROAD,10307,7182270494,American,40.51435828,-74.23569794,1,1,0,25.07,The cuisine is American
COMFORT STOP,Brooklyn,8503,18 AVENUE,11214,7182560082,Bakery Products/Desserts,40.60771272,-74.00205643,0,1,1,41.77,The cuisine is Bakery Products/Desserts
COCINA TALLER,Manhattan,416,WEST  203 STREET,10034,9174594125,Latin American,40.86133895,-73.91941986,1,1,0,26.79,The cuisine is Latin American
WESTVILLE BAKERY,Manhattan,433,EAST    9 STREET,10009,3476187222,Coffee/Tea,40.72751005,-73.98325188,0,0,1,40.19,The cuisine is Coffee/Tea
SODEXO @ ADP CHELSEA,Manhattan,135,WEST   18 STREET,10011,6468248253,Coffee/Tea,40.740332,-73.99612792,0,1,1,32.93,The cuisine is Coffee/Tea
"MAIMONIDES PARK STAND # 110, Tiki Bar/Mr Softee/Marty'S Burger",Brooklyn,1904,SURF AVENUE,11224,7182663164,American,40.57506262,-73.98587843,1,1,0,19.47,The cuisine is American
CAMP DAVID,Brooklyn,237,36 STREET,11232,7183130111,American,40.65601245,-74.00723698,0,1,0,19.49,The cuisine is American
SWEET AND COFFEE,Queens,5405,ROOSEVELT AVE,11377,3477384556,Coffee/Tea,40.74479024,-73.91037313,0,1,0,39.78,The cuisine is Coffee/Tea
THE PUNCH BOWL,Bronx,5820,BROADWAY,10463,7188847322,American,40.88520606,-73.90057393,1,1,0,38.51,The cuisine is American
DELI PLUS,Manhattan,2,WEST   45 STREET,10036,6467558580,Sandwiches,40.75559669,-73.9799746,0,0,1,29.33,The cuisine is Sandwiches
Joyo Asian Restaurant,Queens,7917,MYRTLE AVE,11385,2129667199,Japanese,40.70280896,-73.87016915,0,0,1,46.28,The cuisine is Japanese
ODDFELLOWS,Manhattan,55,EAST HOUSTON STREET,10012,6467564377,Coffee/Tea,40.72471696,-73.99429246,1,1,1,39.9,The cuisine is Coffee/Tea
ZONA ROSA TAQUERIA,Queens,6021,39TH AVE,11377,3472565211,Mexican,40.7473591,-73.903314,0,0,1,47.52,The cuisine is Mexican
BLISS 46 BISTRO,Queens,4346,46 STREET,11104,7183610690,Mexican,40.7441458,-73.91851198,1,1,1,47.01,The cuisine is Mexican
SUNDAES AND CONES,Manhattan,95,EAST   10 STREET,10003,2129799398,Frozen Desserts,40.73087038,-73.98939208,0,1,0,28.98,The cuisine is Frozen Desserts
CACTUS RESTAURANT,Brooklyn,3850,NOSTRAND AVENUE,11235,6467255555,Tex-Mex,40.59009465,-73.93991124,1,1,1,45.83,The cuisine is Tex-Mex
COLLEGE OF MOUNT SAINT VINCENT (Mag's Kitchen),Bronx,6301,RIVERDALE AVENUE,10471,7184053400,Coffee/Tea,40.91282233,-73.90250429,1,1,0,14.38,The cuisine is Coffee/Tea
BREAD & TULIPS,Manhattan,365,PARK AVENUE SOUTH,10016,2125329100,Italian,40.74221124,-73.98487211,0,0,1,48.73,The cuisine is Italian
PEPPINOS PIZZA,Bronx,4701,WHITE PLAINS ROAD,10470,7189947543,Pizza,40.9035714,-73.85027685,0,0,1,30.24,The cuisine is Pizza
EL FORNO,Queens,10509,CROSSBAY BLVD,11417,6464745730,,40.67986908,-73.84447885,0,1,0,28.51,
REVOLUCION,Queens,,JFK INTERNATIONAL AIRPORT,11430,7186566210,Mexican,40.64831283,-73.7882815,0,1,1,45.84,The cuisine is Mexican
TASHA'S ROTI SHOP,Queens,13419,LIBERTY AVE,11419,3474631035,,40.69147005,-73.81248447,0,0,1,48.36,
GOLDEN CITY CHINESE RESTAURANT,Manhattan,423,9 AVENUE,10001,2126439232,Chinese,40.75310065,-73.99652059,0,0,0,34.21,The cuisine is Chinese
NEW JADE GARDEN,Queens,17012A,HILLSIDE AVE,11432,9172163783,Chinese,40.71114184,-73.79178203,1,1,0,48.84,The cuisine is Chinese
LINA'S DELI CORP,Staten Island,2049,RICHMOND TERRACE,10302,3472565257,Mexican,40.64037186,-74.13123306,0,0,1,41.09,The cuisine is Mexican
POT NOODLE,Queens,8000,COOPER AVE,11385,7186665298,Asian/Asian Fusion,40.70925905,-73.87005554,0,0,0,46.55,The cuisine is Asian/Asian Fusion
D'ALESSANDRO'S CORNER GRILL,Queens,3935,BELL BOULEVARD,11361,7182247455,American,40.76490109,-73.77166085,0,1,1,48.08,The cuisine is American
SECOND SERVICE BAR,Queens,110-00,ROCKAWAY BOULEVARD,11420,6465881074,Bottled Beverages,40.67766457,-73.82875789,0,1,1,32.5,The cuisine is Bottled Beverages
BIG JONS PIZZA & RESTAURANT,Queens,21911,JAMAICA AVENUE,11428,7184685951,Pizza,40.71828656,-73.73584029,0,0,1,43.4,The cuisine is Pizza
VATAN,Manhattan,409,3 AVENUE,10016,2126895666,Indian,40.74238899,-73.98053794,1,1,0,38.93,The cuisine is Indian
EMERGENCY SNACK BAR PLUS,Manhattan,206,AUDUBON AVENUE,10033,7185145397,,40.84512194,-73.93498494,0,1,0,31.96,
SOHO BISTRO,Queens,,JFK INTERNATIONAL AIRPORT,11430,7186561012,American,40.64831283,-73.7882815,1,1,1,38.16,The cuisine is American
"ROTI ROLL , SUITE",Manhattan,992,AMSTERDAM AVENUE,10025,2126661500,Indian,40.80245953,-73.9642445,0,1,1,15.05,The cuisine is Indian
NEALTICAN CORNER,Brooklyn,1225,FLUSHING AVENUE,11237,7184174305,Mexican,40.70777848,-73.9237397,0,1,1,37.6,The cuisine is Mexican
TUTT APPOST,Brooklyn,289,5 AVENUE,11215,8138172280,,40.67366302,-73.98254084,0,1,1,28.56,
EL ZOCALO,Queens,4010,83RD ST,11373,3473456840,,40.7476064,-73.88298386,0,1,1,28.93,
CAFE BELLA VITA,Staten Island,1919,HYLAN BOULEVARD,10305,7186675656,Italian,40.58280156,-74.09647925,1,1,0,44.38,The cuisine is Italian
LUNATICS ICE CREAM PARLOR,Brooklyn,1224,SURF AVENUE,11224,6463692370,Frozen Desserts,40.57553391,-73.98035277,1,1,1,30.37,The cuisine is Frozen Desserts
LE COUCOU,Manhattan,138,LAFAYETTE STREET,10013,2122714252,French,40.71907661,-73.9999531,0,0,1,13.82,The cuisine is French
STAR'S CAFE (WESTIN HOTEL),Manhattan,270,WEST   43 STREET,10036,2122012766,American,40.75747525,-73.98830856,0,1,0,48.27,The cuisine is American
Cuisine by Claudette TFW,Brooklyn,2100,FLATBUSH AVENUE,11234,9179351266,,40.61868027,-73.93257685,1,1,0,30.65,
Moge Tee,Queens,4232,CRESCENT ST,11101,6467646463,Coffee/Tea,40.74975083,-73.94135471,1,1,1,46.02,The cuisine is Coffee/Tea
ANGELA'S PIZZA,Brooklyn,3435,FULTON STREET,11208,7186479606,Pizza,40.68457949,-73.86892839,1,1,1,42.59,The cuisine is Pizza
FLAVOR KING,Queens,23609,BRADDOCK AVE,11426,7183437100,Caribbean,40.72736959,-73.73135192,0,0,1,12.8,The cuisine is Caribbean
LANDLINE BAR,Brooklyn,790,GRAND STREET,11211,7033468406,Other,40.71185123,-73.94160461,1,1,1,21.31,The cuisine is Other
AU JUS,Manhattan,1762,1 AVENUE,10128,6464763580,American,40.78029443,-73.9468631,1,1,0,41.7,The cuisine is American
FEILE,Manhattan,133,WEST   33 STREET,10001,2126951122,American,40.74958142,-73.98932051,1,1,1,40.6,The cuisine is American
SOFRA,Bronx,2011A,WILLIAMSBRIDGE ROAD,10461,7187087646,Greek,40.85446282,-73.85462446,1,1,1,27.91,The cuisine is Greek
TABLE 87 PIZZA,Brooklyn,254,36 STREET,11232,7184992198,Pizza,40.65594384,-74.00715768,0,0,1,42.17,The cuisine is Pizza
